# d32/dsp-unmapped.csv — defined cells with NO DSP address.
#
# GENERATED alongside dsp.csv by MW/D32/DSP/gen_dsp.py. The companion
# to it: dsp.csv says where a cell lives, this says why it lives
# nowhere. A family in neither file stops the generator.
#
# Class:  host-managed | mcu-only | label | surface-state |
#         hardware-control | control-plane | no-graph-node |
#         unbacked-meter | s1-2-no-behaviour
#
# no-graph-node is the list that costs work: a DSP function this
# product defines and the graph does not build.
#
_Cell,Class,Reason
Fdr002Grp009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp011,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp012,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp013,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp014,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp015,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp016,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp017,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp018,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp019,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp020,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp021,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp022,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp023,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp024,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp025,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp026,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp027,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp028,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp029,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp030,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp031,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr002Grp032,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp003,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp004,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp005,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp006,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp007,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp008,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp011,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp012,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp013,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp014,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp015,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp016,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp017,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp018,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp019,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp020,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp021,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp022,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp023,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp024,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp025,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp026,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp027,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp028,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp029,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp030,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp031,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr003Grp032,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp003,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp004,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp005,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp006,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp007,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp008,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp011,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp012,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp013,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp014,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp015,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp016,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp017,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp018,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp019,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp020,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp021,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp022,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp023,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp024,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp025,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp026,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp027,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp028,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp029,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp030,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp031,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr004Grp032,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp001,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp002,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp003,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp004,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp005,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp006,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp007,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp008,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp009,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp010,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp011,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp012,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp013,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp014,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp015,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp016,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp017,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp018,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp019,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp020,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp021,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp022,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp023,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp024,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp025,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp026,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp027,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp028,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp029,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp030,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp031,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fdr005Grp032,mcu-only,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected
Fx001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx001DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx001MuteAll001,control-plane,mute all FX returns; host fold onto the six return mutes
Fx001MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx001MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx001Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx001PedAssign001,surface-state,footswitch assignment
Fx001PedAssign002,surface-state,footswitch assignment
Fx001PedAssign003,surface-state,footswitch assignment
Fx001PedAssign004,surface-state,footswitch assignment
Fx001PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx001ReturnWetLock001,surface-state,UI lock on the return wet control
Fx001Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Fx002Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx002DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx002DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx002MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx002MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx002Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx002PedAssign001,surface-state,footswitch assignment
Fx002PedAssign002,surface-state,footswitch assignment
Fx002PedAssign003,surface-state,footswitch assignment
Fx002PedAssign004,surface-state,footswitch assignment
Fx002PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx002ReturnWetLock001,surface-state,UI lock on the return wet control
Fx002Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Fx003Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx003DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx003DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx003MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx003MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx003Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx003PedAssign001,surface-state,footswitch assignment
Fx003PedAssign002,surface-state,footswitch assignment
Fx003PedAssign003,surface-state,footswitch assignment
Fx003PedAssign004,surface-state,footswitch assignment
Fx003PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx003ReturnWetLock001,surface-state,UI lock on the return wet control
Fx003Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Fx004Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx004DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx004DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx004MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx004MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx004Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx004PedAssign001,surface-state,footswitch assignment
Fx004PedAssign002,surface-state,footswitch assignment
Fx004PedAssign003,surface-state,footswitch assignment
Fx004PedAssign004,surface-state,footswitch assignment
Fx004PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx004ReturnWetLock001,surface-state,UI lock on the return wet control
Fx004Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Fx005Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx005DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx005DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx005MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx005MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx005Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx005PedAssign001,surface-state,footswitch assignment
Fx005PedAssign002,surface-state,footswitch assignment
Fx005PedAssign003,surface-state,footswitch assignment
Fx005PedAssign004,surface-state,footswitch assignment
Fx005PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx005ReturnWetLock001,surface-state,UI lock on the return wet control
Fx005Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Fx006Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx006DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Fx006DuckThr001,no-graph-node,"FX ducker threshold — the dry level in dB above which the return is pulled down, -60..0 (PW ruling R1, 2026-09-10; was Q7). The FX engine has DuckOn and DuckSens and no threshold word, and the ducking sidechain itself is unbuilt (S24)"
Fx006MuteGrp001,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp002,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp003,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp004,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp005,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp006,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp007,control-plane,mute-group membership; host fold onto the return mute
Fx006MuteGrp008,control-plane,mute-group membership; host fold onto the return mute
Fx006Name001,label,"text label; the host stores it, the DSP has no word for it"
Fx006PedAssign001,surface-state,footswitch assignment
Fx006PedAssign002,surface-state,footswitch assignment
Fx006PedAssign003,surface-state,footswitch assignment
Fx006PedAssign004,surface-state,footswitch assignment
Fx006PingPongStart001,no-graph-node,ping-pong start side; the FX engine has no such word
Fx006ReturnWetLock001,surface-state,UI lock on the return wet control
Fx006Tap001,control-plane,tap tempo; the host computes and writes Fx*DelayTime*
Grp001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp001Name001,label,"text label; the host stores it, the DSP has no word for it"
Grp002Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp002DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp002Name001,label,"text label; the host stores it, the DSP has no word for it"
Grp003Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp003DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp003Name001,label,"text label; the host stores it, the DSP has no word for it"
Grp004Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp004DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Grp004Name001,label,"text label; the host stores it, the DSP has no word for it"
Main001CueSel001,control-plane,cue select; see Q5
Main001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Main001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
Main001Name001,label,"text label; the host stores it, the DSP has no word for it"
MainL001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainL001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainL001Delay001,no-graph-node,"post-crossover output chain MainL has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24"
MainL001LimiterRng001,no-graph-node,"limiter range; the LIMITER node carries On, Thr, Att and Rel and no range word"
MainL001Name001,label,"text label; the host stores it, the DSP has no word for it"
MainL001PeqGain001,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain002,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain003,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain004,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain005,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain006,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain007,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain008,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain009,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain010,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain011,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainL001PeqGain012,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainR001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainR001Delay001,no-graph-node,"post-crossover output chain MainR has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24"
MainR001LimiterRng001,no-graph-node,"limiter range; the LIMITER node carries On, Thr, Att and Rel and no range word"
MainR001Name001,label,"text label; the host stores it, the DSP has no word for it"
MainR001PeqGain001,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain002,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain003,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain004,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain005,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain006,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain007,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain008,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain009,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain010,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain011,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainR001PeqGain012,s1-2-no-behaviour,S1-2: PeqGain is a definition again at defs-v2026.09.08 (def key main.geq); no node carries a parametric gain bank — Q7
MainSub001Dca001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainSub001DcaOn001,host-managed,"the host owns the value outright — no DSP address, no kernel read (PW ruling 2026-08-30)"
MainSub001Delay001,no-graph-node,"post-crossover output chain MainSub has EQ + COMP + LIM + OUTPUT_TDM and no delay line. Level and Mute are built (S24); Delay is not, and the reason is memory rather than cells: the master asks for 250 ms, which is 12,000 words = 48,000 bytes of chip-2 L2 per output, 192,000 for all four against 378,464 free on the S24 candidate (51%). It FITS and it is still PW's call, because it is half the delay headroom left on a chip whose worst-use row already overruns — measured, S24"
MainSub001LimiterRng001,no-graph-node,"limiter range; the LIMITER node carries On, Thr, Att and Rel and no range word"
MainSub001Name001,label,"text label; the host stores it, the DSP has no word for it"
Matrix001Name001,label,"text label; the host stores it, the DSP has no word for it"
